 AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r
0.03,0.09,0.0,0.02,0.0,0.96,0.0,0.0,0.37,0.29,0.56,0.62,0.0,0.05,0.08,0.0,0.0
0.12,0.11,0.0,0.02,0.0,0.84,0.0,0.0,0.37,0.29,0.46,0.65,0.0,0.1,0.0,0.0,0.0
0.26,0.28,0.0,0.15,0.0,0.79,0.0,0.01,0.41,0.22,0.48,0.77,0.0,0.1,0.0,0.0,0.0
0.34,0.32,0.0,0.18,0.0,0.79,0.0,0.01,0.42,0.18,0.5,0.79,0.0,0.09,0.0,0.0,0.0
0.4,0.36,0.0,0.26,0.0,0.81,0.0,0.01,0.42,0.09,0.38,0.8,0.0,0.07,0.0,0.0,0.0
0.36,0.21,0.0,0.19,0.0,1.17,0.0,0.01,0.43,0.0,0.22,0.91,0.05,0.06,0.0,0.0,0.09
0.45,0.18,0.0,0.15,0.0,1.33,0.0,0.01,0.46,0.05,0.15,0.79,0.13,0.04,0.01,0.0,0.09
0.42,0.14,0.0,0.07,0.0,1.24,0.0,0.05,0.43,0.11,0.22,0.62,0.3,0.01,0.03,0.0,0.09
0.62,0.27,0.0,0.15,0.0,1.03,0.0,0.07,0.35,0.16,0.16,0.5,0.3,0.0,0.04,0.0,0.0
0.68,0.22,0.0,0.2,0.0,0.98,0.0,0.07,0.19,0.11,0.08,0.36,0.29,0.0,0.16,0.0,0.0
0.92,0.31,0.0,0.28,0.0,0.95,0.0,0.03,0.14,0.05,0.0,0.23,0.12,0.0,0.42,0.01,0.0
0.99,0.21,0.0,0.26,0.0,0.75,0.0,0.0,0.17,0.0,0.0,0.01,0.07,0.0,0.72,0.01,0.0
0.94,0.17,0.0,0.32,0.0,0.65,0.0,0.0,0.19,0.0,0.0,0.0,0.12,0.0,0.97,0.22,0.0
0.83,0.04,0.0,0.28,0.0,0.64,0.0,0.0,0.18,0.0,0.0,0.0,0.12,0.0,1.11,0.57,0.0
0.84,0.0,0.03,0.32,0.0,0.76,0.0,0.0,0.1,0.0,0.0,0.0,0.12,0.0,1.3,1.08,0.0
1.04,0.07,0.03,0.31,0.0,0.7,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,1.53,1.32,0.0
1.18,0.18,0.08,0.37,0.0,0.88,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,1.77,1.39,0.0
1.22,0.28,0.05,0.39,0.0,0.88,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,1.89,1.28,0.0
1.15,0.31,0.05,0.44,0.0,1.01,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,1.86,1.17,0.0
1.14,0.22,0.08,0.47,0.0,0.94,0.01,0.0,0.12,0.0,0.0,0.0,0.0,0.0,1.69,1.08,0.0
1.08,0.25,0.09,0.28,0.0,0.96,0.01,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.52,1.01,0.0
1.04,0.18,0.08,0.13,0.0,0.9,0.01,0.0,0.09,0.0,0.0,0.0,0.0,0.0,1.26,0.87,0.0
0.94,0.24,0.01,0.09,0.0,0.78,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,1.05,0.77,0.0
0.9,0.22,0.0,0.3,0.0,0.75,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.74,0.59,0.0
0.92,0.38,0.0,0.45,0.0,0.66,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.57,0.48,0.0
0.94,0.44,0.0,0.45,0.0,0.63,0.01,0.0,0.15,0.0,0.0,0.0,0.04,0.0,0.32,0.32,0.0
0.97,0.44,0.0,0.25,0.0,0.43,0.01,0.0,0.13,0.0,0.0,0.0,0.11,0.0,0.25,0.26,0.0
0.93,0.3,0.0,0.2,0.0,0.49,0.01,0.0,0.1,0.0,0.0,0.0,0.11,0.0,0.12,0.36,0.0
0.92,0.3,0.0,0.23,0.0,0.72,0.0,0.0,0.07,0.0,0.0,0.0,0.09,0.0,0.08,0.41,0.0
0.89,0.47,0.0,0.32,0.0,0.87,0.0,0.0,0.05,0.0,0.02,0.05,0.03,0.0,0.05,0.48,0.05
0.87,0.65,0.0,0.27,0.0,0.98,0.0,0.0,0.04,0.0,0.02,0.07,0.18,0.0,0.09,0.37,0.05
0.86,0.66,0.0,0.2,0.0,0.84,0.0,0.0,0.06,0.0,0.02,0.12,0.29,0.0,0.09,0.25,0.05
0.79,0.38,0.0,0.12,0.0,0.81,0.0,0.0,0.08,0.0,0.0,0.18,0.35,0.0,0.05,0.11,0.01
0.81,0.35,0.0,0.06,0.0,0.7,0.0,0.0,0.09,0.0,0.03,0.3,0.21,0.0,0.0,0.11,0.01
0.78,0.34,0.0,0.15,0.0,0.72,0.0,0.0,0.07,0.0,0.03,0.44,0.09,0.0,0.0,0.14,0.13
0.76,0.42,0.0,0.15,0.0,0.86,0.0,0.0,0.07,0.0,0.03,0.44,0.04,0.0,0.0,0.22,0.15
0.67,0.29,0.0,0.18,0.0,0.99,0.0,0.0,0.09,0.0,0.0,0.46,0.03,0.0,0.0,0.11,0.21
0.59,0.15,0.0,0.03,0.0,1.06,0.0,0.0,0.11,0.0,0.0,0.47,0.03,0.0,0.0,0.08,0.1
0.55,0.27,0.0,0.03,0.0,1.1,0.0,0.0,0.15,0.0,0.0,0.48,0.01,0.0,0.01,0.0,0.08
0.57,0.22,0.0,0.04,0.0,1.12,0.0,0.0,0.1,0.0,0.0,0.42,0.04,0.0,0.01,0.0,0.02
0.58,0.31,0.0,0.1,0.0,1.27,0.0,0.0,0.07,0.0,0.0,0.39,0.12,0.0,0.01,0.12,0.09
0.66,0.19,0.0,0.19,0.0,1.37,0.0,0.0,0.01,0.0,0.0,0.46,0.12,0.0,0.04,0.15,0.07
0.57,0.18,0.0,0.25,0.0,1.45,0.0,0.0,0.01,0.0,0.0,0.53,0.17,0.0,0.08,0.2,0.17
0.57,0.09,0.0,0.29,0.0,1.38,0.0,0.0,0.03,0.0,0.0,0.58,0.11,0.0,0.08,0.13,0.1
0.47,0.02,0.0,0.2,0.0,1.3,0.0,0.0,0.03,0.0,0.0,0.6,0.11,0.0,0.04,0.22,0.13
0.6,0.06,0.0,0.19,0.0,1.11,0.0,0.0,0.06,0.0,0.06,0.71,0.03,0.0,0.01,0.22,0.02
0.72,0.15,0.0,0.32,0.0,1.06,0.0,0.0,0.07,0.0,0.06,0.74,0.0,0.0,0.0,0.17,0.02
0.75,0.17,0.0,0.47,0.0,1.0,0.0,0.0,0.12,0.0,0.06,0.78,0.0,0.0,0.02,0.06,0.06
0.76,0.17,0.0,0.48,0.0,0.99,0.0,0.0,0.12,0.0,0.05,0.76,0.0,0.0,0.02,0.04,0.06
0.74,0.16,0.0,0.42,0.0,1.06,0.0,0.0,0.13,0.0,0.05,0.78,0.0,0.0,0.02,0.06,0.06
0.79,0.14,0.0,0.41,0.0,1.05,0.0,0.0,0.09,0.0,0.08,0.77,0.0,0.0,0.05,0.06,0.04
0.81,0.22,0.0,0.49,0.0,1.18,0.0,0.0,0.06,0.0,0.04,0.77,0.0,0.0,0.05,0.11,0.04
0.77,0.16,0.0,0.47,0.0,1.11,0.0,0.0,0.03,0.0,0.04,0.74,0.0,0.0,0.07,0.14,0.07
0.76,0.28,0.0,0.52,0.0,1.18,0.0,0.0,0.01,0.0,0.0,0.87,0.0,0.0,0.02,0.25,0.05
0.72,0.25,0.0,0.49,0.0,1.18,0.0,0.0,0.01,0.0,0.0,0.88,0.0,0.0,0.02,0.15,0.04
0.7,0.27,0.0,0.41,0.0,1.15,0.0,0.0,0.03,0.0,0.0,0.91,0.0,0.0,0.0,0.19,0.02
0.68,0.15,0.0,0.38,0.0,1.12,0.0,0.0,0.03,0.0,0.0,0.76,0.0,0.0,0.0,0.08,0.01
0.64,0.05,0.0,0.41,0.0,1.29,0.0,0.0,0.04,0.0,0.0,0.7,0.01,0.0,0.0,0.08,0.01
0.57,0.03,0.0,0.43,0.0,1.44,0.0,0.0,0.01,0.0,0.0,0.65,0.01,0.0,0.0,0.0,0.0
0.57,0.05,0.0,0.43,0.0,1.61,0.0,0.0,0.01,0.0,0.0,0.64,0.01,0.0,0.03,0.05,0.0
0.63,0.17,0.0,0.31,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.63,0.02,0.0,0.03,0.1,0.0
0.76,0.3,0.0,0.23,0.0,1.14,0.0,0.0,0.0,0.02,0.0,0.61,0.02,0.0,0.03,0.1,0.0
0.77,0.43,0.0,0.22,0.0,0.99,0.0,0.0,0.0,0.02,0.0,0.55,0.02,0.0,0.03,0.12,0.0
0.76,0.36,0.0,0.15,0.0,1.08,0.0,0.0,0.01,0.03,0.0,0.55,0.0,0.0,0.03,0.14,0.0
0.52,0.2,0.0,0.15,0.0,1.59,0.04,0.0,0.03,0.02,0.07,0.53,0.05,0.0,0.03,0.14,0.11
0.36,0.04,0.0,0.0,0.11,1.86,0.17,0.0,0.07,0.05,0.07,0.59,0.05,0.0,0.0,0.08,0.42
0.17,0.0,0.0,0.0,0.21,1.99,0.27,0.0,0.09,0.03,0.08,0.6,0.05,0.0,0.0,0.0,0.83
0.1,0.0,0.0,0.0,0.3,1.95,0.33,0.0,0.11,0.03,0.02,0.59,0.0,0.0,0.0,0.0,1.04
0.08,0.0,0.0,0.0,0.33,2.04,0.29,0.0,0.09,0.0,0.02,0.53,0.0,0.0,0.0,0.0,0.97
0.09,0.0,0.0,0.0,0.33,2.18,0.26,0.0,0.05,0.0,0.0,0.5,0.0,0.0,0.0,0.07,0.66
0.19,0.05,0.0,0.0,0.25,2.08,0.18,0.0,0.02,0.0,0.0,0.45,0.0,0.0,0.0,0.16,0.34
0.34,0.13,0.0,0.0,0.12,2.01,0.11,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.24,0.11
0.48,0.13,0.0,0.0,0.02,1.8,0.04,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.24,0.0
0.66,0.09,0.0,0.03,0.0,1.66,0.02,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.15,0.0
0.74,0.13,0.0,0.11,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.1,0.0
0.83,0.22,0.0,0.24,0.0,1.66,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.03,0.0
0.79,0.34,0.0,0.23,0.0,1.74,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.04,0.0
0.74,0.3,0.0,0.28,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.01,0.0
0.66,0.21,0.0,0.27,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.01,0.0
0.69,0.11,0.0,0.32,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0
0.77,0.06,0.0,0.27,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0
0.88,0.16,0.0,0.23,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0
0.89,0.21,0.0,0.23,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.03,0.0,0.0
0.88,0.38,0.0,0.27,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.12,0.0,0.0
0.92,0.42,0.0,0.24,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0
0.95,0.4,0.0,0.3,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.19,0.0,0.0
0.94,0.3,0.0,0.26,0.0,0.93,0.0,0.0,0.02,0.0,0.0,0.08,0.0,0.0,0.12,0.05,0.0
0.92,0.37,0.0,0.33,0.0,0.73,0.0,0.0,0.04,0.0,0.0,0.08,0.0,0.0,0.12,0.12,0.0
0.88,0.35,0.0,0.36,0.0,0.8,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.19,0.26,0.0
0.83,0.37,0.0,0.47,0.0,1.03,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.17,0.31,0.0
0.81,0.32,0.0,0.37,0.0,1.04,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.14,0.33,0.0
0.8,0.3,0.0,0.19,0.0,0.87,0.0,0.0,0.03,0.0,0.0,0.04,0.0,0.0,0.05,0.21,0.0
0.78,0.27,0.0,0.01,0.0,0.72,0.0,0.0,0.05,0.0,0.0,0.15,0.0,0.0,0.05,0.17,0.0
0.65,0.13,0.0,0.0,0.0,0.73,0.0,0.0,0.09,0.0,0.0,0.16,0.0,0.0,0.01,0.11,0.0
0.6,0.12,0.0,0.0,0.0,0.82,0.0,0.0,0.07,0.0,0.0,0.22,0.0,0.0,0.01,0.16,0.0
0.45,0.03,0.0,0.0,0.0,0.9,0.0,0.0,0.04,0.0,0.0,0.19,0.0,0.0,0.02,0.09,0.0
0.34,0.02,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.02,0.07,0.0
0.24,0.0,0.0,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.02,0.1,0.02
0.27,0.02,0.0,0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.1,0.02
0.3,0.02,0.0,0.0,0.0,1.37,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.01,0.19,0.02
0.29,0.02,0.0,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.06,0.17,0.0
0.24,0.0,0.0,0.02,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.08,0.24,0.0
0.18,0.0,0.0,0.02,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.08,0.23,0.0
0.12,0.0,0.0,0.02,0.0,1.5,0.0,0.0,0.03,0.0,0.0,0.03,0.0,0.0,0.06,0.22,0.0
0.07,0.0,0.0,0.07,0.0,1.57,0.0,0.0,0.06,0.0,0.0,0.01,0.0,0.0,0.06,0.24,0.0
0.02,0.0,0.0,0.07,0.0,1.81,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.17,0.0
