 AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r,pain_label
0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.25,1.22,0.0,0.0,0.35,0.51,1.11,0
0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.2,1.17,0.0,0.0,0.38,0.52,1.09,0
0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.15,1.18,0.0,0.0,0.34,0.59,1.09,0
0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.05,1.02,0.0,0.0,0.41,0.66,1.11,0
0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.05,1.02,0.0,0.0,0.43,0.72,1.09,0
0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.44,0.71,1.07,0
0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.4,0.61,1.05,0
0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.35,0.52,1.07,0
0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.4,0.45,1.07,0
0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.39,0.44,1.07,0
0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.46,0.4,1.07,0
0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.02,0.68,0.0,0.0,0.51,0.42,1.13,0
0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.04,0.63,0.0,0.0,0.6,0.44,1.15,0
0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.04,0.65,0.0,0.0,0.64,0.43,1.17,0
0.02,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.01,0.69,0.0,0.0,0.72,0.42,1.16,0
0.05,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.81,0.41,1.21,0
0.08,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.91,0.53,1.24,0
0.07,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.96,0.58,1.23,0
0.07,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.99,0.6,1.24,0
0.04,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.53,0.0,0.0,1.01,0.43,1.19,0
0.06,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.46,0.0,0.0,1.07,0.26,1.27,0
0.07,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.01,0.44,0.0,0.0,1.11,0.21,1.26,0
0.07,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.06,0.39,0.0,0.0,1.12,0.23,1.35,0
0.05,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.09,0.43,0.0,0.0,1.1,0.26,1.3,0
0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.08,0.36,0.0,0.0,1.13,0.24,1.35,0
0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.05,0.4,0.0,0.0,1.13,0.24,1.38,0
0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.02,0.42,0.0,0.0,1.13,0.26,1.39,0
0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.08,0.52,0.0,0.0,0.98,0.3,1.4,0
0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.11,0.57,0.0,0.0,0.86,0.32,1.44,0
0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.15,0.63,0.0,0.0,0.81,0.31,1.6,0
0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.17,0.75,0.0,0.0,0.82,0.32,1.9,0
0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.16,0.85,0.0,0.0,0.87,0.34,2.43,0
0.02,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.2,0.94,0.0,0.0,0.94,0.4,2.88,0
0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.92,0.35,3.1,0
0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,1.04,0.0,0.0,0.87,0.33,3.03,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,1.2,0.0,0.0,0.71,0.41,2.9,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,1.35,0.0,0.0,0.63,0.68,2.79,0
0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.53,1.58,0.0,0.0,0.6,0.89,2.52,0
0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.51,1.61,0.0,0.0,0.55,0.84,2.35,0
0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.53,1.66,0.0,0.0,0.53,0.71,2.15,0
0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.52,1.6,0.0,0.0,0.51,0.65,1.99,0
0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.47,1.65,0.0,0.0,0.5,0.62,1.8,0
0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.47,1.67,0.0,0.0,0.46,0.66,1.61,0
0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.46,1.62,0.0,0.0,0.45,0.67,1.56,0
0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.45,1.54,0.0,0.0,0.44,0.78,1.56,0
0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.37,1.33,0.0,0.0,0.47,0.73,1.54,0
0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.27,1.23,0.0,0.0,0.53,0.75,1.49,0
0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.21,1.13,0.0,0.0,0.54,0.72,1.5,1
0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.12,1.06,0.0,0.0,0.61,0.72,1.58,0
0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.08,0.99,0.0,0.0,0.62,0.67,1.58,1
0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.01,0.91,0.0,0.0,0.66,0.67,1.52,0
0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.01,0.88,0.0,0.0,0.65,0.72,1.21,1
0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.05,0.86,0.0,0.0,0.64,0.76,0.89,0
0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.06,0.8,0.0,0.0,0.68,0.79,0.48,1
0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.1,0.78,0.0,0.0,0.73,0.78,0.25,0
0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.15,0.83,0.0,0.0,0.75,0.72,0.09,1
0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.23,0.9,0.0,0.0,0.75,0.61,0.01,1
0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.3,1.02,0.0,0.0,0.77,0.59,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.27,1.0,0.0,0.0,0.79,0.6,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.27,1.05,0.0,0.0,0.75,0.59,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.28,1.0,0.0,0.0,0.69,0.59,0.0,1
0.0,0.0,0.0,0.01,0.0,0.0,0.18,0.0,0.0,0.0,0.31,1.03,0.0,0.0,0.62,0.54,0.0,1
0.0,0.0,0.0,0.01,0.0,0.0,0.14,0.0,0.0,0.0,0.32,1.12,0.0,0.0,0.6,0.61,0.0,1
0.0,0.0,0.0,0.01,0.0,0.0,0.12,0.0,0.0,0.0,0.31,1.25,0.0,0.0,0.56,0.6,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.3,1.33,0.0,0.0,0.59,0.64,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.27,1.33,0.0,0.0,0.56,0.71,0.0,1
0.0,0.0,0.0,0.05,0.0,0.0,0.21,0.0,0.0,0.0,0.27,1.34,0.0,0.0,0.51,0.76,0.0,1
0.0,0.0,0.0,0.05,0.0,0.0,0.21,0.0,0.0,0.0,0.3,1.29,0.0,0.0,0.47,0.8,0.0,1
0.0,0.0,0.0,0.08,0.0,0.0,0.27,0.0,0.0,0.0,0.37,1.3,0.0,0.0,0.41,0.77,0.0,1
0.0,0.0,0.0,0.03,0.0,0.0,0.28,0.0,0.0,0.0,0.36,1.19,0.0,0.0,0.54,0.74,0.0,1
0.0,0.0,0.0,0.03,0.0,0.0,0.3,0.0,0.0,0.0,0.33,1.31,0.0,0.03,0.53,0.74,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.28,1.25,0.0,0.07,0.58,0.77,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.26,1.3,0.0,0.15,0.41,0.76,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.22,1.36,0.0,0.19,0.23,0.77,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.26,1.54,0.0,0.26,0.16,0.74,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.27,1.72,0.0,0.35,0.12,0.73,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.35,1.81,0.0,0.44,0.15,0.71,0.0,1
0.0,0.0,0.0,0.01,0.0,0.0,0.08,0.0,0.0,0.01,0.28,1.82,0.0,0.53,0.08,0.7,0.0,1
0.0,0.0,0.0,0.01,0.0,0.0,0.07,0.0,0.0,0.06,0.32,1.83,0.0,0.58,0.08,0.7,0.0,1
0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.12,0.3,1.79,0.0,0.64,0.05,0.61,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.18,0.29,1.83,0.0,0.7,0.03,0.58,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.34,1.94,0.0,0.78,0.0,0.55,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.44,2.07,0.0,0.85,0.0,0.58,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.51,2.14,0.0,0.9,0.0,0.66,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.47,2.12,0.0,0.92,0.0,0.66,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.39,2.07,0.0,0.92,0.0,0.72,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.19,0.34,2.03,0.0,0.9,0.04,0.7,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.12,0.34,1.95,0.0,0.86,0.06,0.7,0.0,1
0.0,0.0,0.0,0.04,0.0,0.0,0.08,0.0,0.0,0.04,0.33,1.92,0.0,0.82,0.13,0.66,0.0,1
0.0,0.0,0.0,0.04,0.0,0.0,0.08,0.0,0.0,0.05,0.37,1.94,0.0,0.8,0.1,0.56,0.0,1
0.0,0.0,0.0,0.04,0.0,0.0,0.06,0.0,0.0,0.08,0.36,1.96,0.0,0.8,0.11,0.64,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.11,0.36,1.93,0.0,0.77,0.1,0.74,0.0,1
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.1,0.39,1.79,0.0,0.68,0.17,0.77,0.0,1
0.01,0.0,0.0,0.12,0.0,0.0,0.08,0.0,0.0,0.06,0.34,1.67,0.0,0.58,0.23,0.69,0.0,1
0.01,0.0,0.0,0.12,0.0,0.0,0.1,0.0,0.0,0.03,0.4,1.52,0.0,0.45,0.21,0.55,0.0,1
0.01,0.0,0.0,0.17,0.0,0.0,0.1,0.0,0.0,0.0,0.36,1.42,0.0,0.32,0.27,0.58,0.0,1
0.0,0.0,0.0,0.06,0.0,0.0,0.08,0.0,0.0,0.0,0.39,1.35,0.0,0.16,0.31,0.62,0.0,1
0.0,0.0,0.0,0.06,0.0,0.0,0.1,0.0,0.0,0.0,0.41,1.43,0.0,0.09,0.39,0.7,0.0,1
0.0,0.0,0.0,0.03,0.0,0.0,0.18,0.0,0.0,0.0,0.43,1.52,0.0,0.02,0.49,0.71,0.0,1
0.0,0.0,0.0,0.03,0.0,0.0,0.2,0.0,0.0,0.0,0.51,1.6,0.0,0.02,0.5,0.67,0.0,1
0.01,0.0,0.0,0.03,0.0,0.0,0.25,0.0,0.0,0.0,0.55,1.6,0.0,0.0,0.63,0.65,0.0,1
0.02,0.0,0.0,0.07,0.0,0.0,0.31,0.0,0.0,0.0,0.63,1.59,0.0,0.0,0.63,0.66,0.0,1
0.02,0.0,0.0,0.07,0.0,0.0,0.33,0.0,0.0,0.0,0.65,1.57,0.0,0.0,0.7,0.66,0.0,1
0.03,0.0,0.0,0.07,0.0,0.0,0.33,0.0,0.0,0.0,0.69,1.5,0.0,0.0,0.7,0.71,0.0,1
0.01,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.6,1.47,0.0,0.0,0.71,0.71,0.0,1
0.01,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.46,1.43,0.0,0.0,0.68,0.72,0.0,1
0.02,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.27,1.47,0.0,0.0,0.59,0.63,0.0,1
0.06,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.23,1.51,0.0,0.0,0.5,0.64,0.0,1
0.09,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.27,1.6,0.0,0.0,0.47,0.64,0.0,1
0.11,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.33,1.66,0.0,0.0,0.49,0.65,0.0,1
0.08,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.36,1.72,0.0,0.0,0.51,0.59,0.0,1
0.06,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.43,1.76,0.0,0.0,0.55,0.65,0.0,1
0.02,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.49,1.72,0.0,0.0,0.58,0.68,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.55,1.71,0.0,0.0,0.63,0.7,0.0,1
0.02,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.6,1.71,0.0,0.01,0.59,0.64,0.0,1
0.03,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.61,1.74,0.0,0.01,0.55,0.65,0.0,1
0.03,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.65,1.73,0.0,0.01,0.53,0.66,0.0,1
0.01,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.61,1.69,0.0,0.0,0.54,0.71,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.57,1.63,0.0,0.0,0.58,0.68,0.0,1
0.05,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.5,1.6,0.0,0.0,0.57,0.69,0.0,1
0.09,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.52,1.63,0.0,0.0,0.64,0.77,0.0,1
0.09,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.63,1.66,0.0,0.0,0.58,0.81,0.0,1
0.04,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.68,1.66,0.0,0.0,0.55,0.84,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.7,1.64,0.0,0.01,0.51,0.79,0.0,1
0.02,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.6,1.67,0.0,0.01,0.5,0.82,0.0,1
0.03,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.55,1.67,0.0,0.03,0.52,0.82,0.0,1
0.06,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.42,1.63,0.0,0.04,0.48,0.86,0.0,1
0.05,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.4,1.59,0.0,0.05,0.54,0.85,0.0,1
0.04,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.39,1.6,0.0,0.07,0.54,0.84,0.0,1
0.04,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.39,1.66,0.0,0.07,0.55,0.77,0.0,1
0.03,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.37,1.7,0.0,0.09,0.46,0.81,0.0,1
0.03,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.4,1.72,0.0,0.07,0.45,0.86,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.42,1.66,0.0,0.12,0.44,0.86,0.0,1
0.01,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.38,1.66,0.0,0.14,0.45,0.78,0.0,1
0.01,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.37,1.61,0.0,0.2,0.45,0.69,0.0,1
0.01,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.36,1.68,0.0,0.25,0.35,0.66,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.37,1.78,0.0,0.32,0.26,0.65,0.0,1
0.02,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.36,1.85,0.0,0.4,0.16,0.67,0.0,1
0.06,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.32,1.84,0.0,0.46,0.13,0.69,0.0,1
0.08,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.32,1.78,0.0,0.49,0.09,0.76,0.0,1
0.07,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.33,1.89,0.0,0.53,0.03,0.81,0.0,1
0.06,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.01,0.35,1.99,0.0,0.58,0.0,0.76,0.0,1
0.09,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.04,0.34,2.13,0.0,0.66,0.0,0.85,0.0,1
0.08,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.14,0.36,2.27,0.0,0.71,0.0,0.87,0.0,1
0.04,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.21,0.5,2.46,0.0,0.8,0.0,0.99,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.29,0.61,2.56,0.0,0.86,0.0,0.92,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.29,0.61,2.56,0.0,0.92,0.0,0.88,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.29,0.62,2.57,0.0,0.96,0.0,0.87,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.26,0.58,2.66,0.0,1.04,0.0,0.88,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.21,0.55,2.7,0.0,1.11,0.0,0.93,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.44,2.69,0.0,1.11,0.0,0.89,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.05,0.36,2.43,0.0,0.94,0.0,0.83,0.0,1
