 AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r,pain_label
0.0,1.48,0.0,0.28,0.79,0.0,0.0,0.0,0.04,0.6,0.36,0.26,0.0,1.06,1.27,0.52,0.0,0
0.0,1.47,0.0,0.27,0.76,0.0,0.0,0.0,0.01,0.55,0.48,0.26,0.0,1.12,1.48,0.48,0.0,0
0.0,1.46,0.0,0.2,0.73,0.0,0.0,0.0,0.0,0.57,0.53,0.29,0.0,1.11,1.5,0.37,0.0,0
0.0,1.47,0.0,0.12,0.71,0.0,0.0,0.0,0.0,0.6,0.55,0.27,0.0,1.11,1.54,0.35,0.0,0
0.01,1.45,0.0,0.14,0.67,0.0,0.0,0.0,0.05,0.64,0.52,0.23,0.0,1.07,1.42,0.37,0.0,0
0.01,1.47,0.0,0.27,0.67,0.0,0.0,0.0,0.13,0.67,0.5,0.21,0.0,1.06,1.44,0.44,0.0,0
0.01,1.51,0.0,0.42,0.7,0.0,0.0,0.0,0.15,0.75,0.51,0.22,0.0,1.0,1.4,0.46,0.0,0
0.0,1.53,0.0,0.35,0.7,0.0,0.0,0.0,0.15,0.79,0.54,0.26,0.0,0.95,1.35,0.56,0.0,0
0.0,1.54,0.0,0.34,0.68,0.0,0.0,0.0,0.08,0.77,0.57,0.24,0.0,0.83,1.29,0.51,0.0,0
0.0,1.47,0.0,0.27,0.69,0.0,0.0,0.0,0.08,0.73,0.59,0.2,0.0,0.83,1.37,0.53,0.0,0
0.0,1.48,0.0,0.35,0.68,0.0,0.0,0.0,0.08,0.7,0.51,0.22,0.0,0.84,1.42,0.51,0.0,0
0.0,1.54,0.0,0.25,0.68,0.0,0.01,0.0,0.07,0.71,0.57,0.22,0.0,0.87,1.42,0.65,0.0,0
0.0,1.61,0.0,0.13,0.65,0.0,0.02,0.0,0.07,0.71,0.64,0.32,0.0,0.91,1.33,0.65,0.0,0
0.0,1.69,0.0,0.01,0.67,0.0,0.03,0.0,0.17,0.81,0.77,0.44,0.0,1.02,1.37,0.56,0.0,0
0.0,1.72,0.0,0.0,0.68,0.0,0.02,0.0,0.24,0.86,0.82,0.47,0.0,1.06,1.46,0.54,0.0,0
0.0,1.74,0.0,0.0,0.69,0.0,0.02,0.0,0.33,0.86,0.77,0.46,0.0,1.1,1.48,0.54,0.0,0
0.0,1.77,0.0,0.0,0.74,0.0,0.05,0.0,0.31,0.81,0.69,0.36,0.0,1.07,1.49,0.58,0.0,0
0.0,1.71,0.0,0.0,0.73,0.0,0.06,0.0,0.33,0.7,0.56,0.39,0.0,1.11,1.5,0.55,0.0,0
0.0,1.64,0.0,0.0,0.71,0.0,0.04,0.0,0.3,0.71,0.57,0.37,0.0,1.18,1.6,0.45,0.0,0
0.0,1.58,0.0,0.0,0.66,0.0,0.06,0.0,0.29,0.67,0.55,0.44,0.0,1.28,1.62,0.36,0.0,0
0.0,1.64,0.0,0.02,0.65,0.0,0.05,0.0,0.29,0.79,0.59,0.54,0.0,1.53,1.74,0.15,0.0,0
0.0,1.65,0.0,0.02,0.67,0.0,0.09,0.0,0.28,0.85,0.5,0.71,0.0,1.56,1.71,0.19,0.0,0
0.0,1.64,0.0,0.08,0.73,0.0,0.05,0.0,0.33,0.9,0.65,0.82,0.0,1.68,1.74,0.12,0.0,0
0.01,1.67,0.0,0.06,0.85,0.02,0.06,0.0,0.38,0.97,0.75,0.95,0.0,1.71,1.76,0.12,0.0,0
0.05,1.79,0.0,0.06,0.92,0.04,0.03,0.0,0.43,0.89,0.83,0.97,0.0,1.83,1.89,0.0,0.0,0
0.13,1.97,0.0,0.02,0.96,0.08,0.06,0.0,0.38,0.83,0.79,1.01,0.0,1.88,1.88,0.0,0.0,0
0.19,2.01,0.0,0.02,0.97,0.06,0.09,0.0,0.31,0.65,0.65,0.92,0.0,1.82,1.82,0.07,0.0,0
0.15,1.91,0.0,0.02,0.94,0.04,0.08,0.0,0.27,0.59,0.64,0.82,0.0,1.82,1.78,0.17,0.0,0
0.1,1.88,0.0,0.0,0.9,0.0,0.07,0.0,0.22,0.53,0.58,0.65,0.0,1.76,1.83,0.34,0.0,0
0.04,1.93,0.0,0.07,0.86,0.0,0.04,0.0,0.23,0.54,0.66,0.69,0.0,1.85,1.8,0.28,0.0,0
0.04,2.01,0.0,0.07,0.83,0.0,0.03,0.0,0.24,0.56,0.77,0.89,0.0,2.02,1.74,0.23,0.0,0
0.02,1.97,0.0,0.07,0.82,0.0,0.01,0.0,0.3,0.57,0.85,1.14,0.0,2.19,1.74,0.06,0.0,0
0.02,1.88,0.0,0.02,0.77,0.0,0.01,0.0,0.28,0.57,0.93,1.24,0.0,2.21,1.71,0.05,0.0,0
0.02,1.83,0.0,0.02,0.8,0.0,0.03,0.0,0.27,0.63,0.91,1.23,0.0,2.11,1.67,0.03,0.0,0
0.0,1.72,0.0,0.02,0.78,0.0,0.04,0.0,0.28,0.53,0.91,1.14,0.0,2.01,1.6,0.07,0.0,0
0.0,1.72,0.0,0.0,0.81,0.0,0.04,0.0,0.33,0.6,0.94,1.08,0.0,2.01,1.62,0.07,0.0,0
0.0,1.76,0.0,0.0,0.85,0.0,0.08,0.0,0.36,0.49,0.89,0.98,0.0,1.97,1.5,0.08,0.0,0
0.0,1.84,0.0,0.0,0.87,0.0,0.06,0.0,0.37,0.55,0.82,0.88,0.0,1.91,1.45,0.07,0.0,0
0.0,1.84,0.0,0.0,0.84,0.0,0.06,0.0,0.33,0.45,0.69,0.81,0.0,1.81,1.33,0.15,0.0,0
0.0,1.83,0.0,0.01,0.81,0.0,0.0,0.0,0.32,0.5,0.64,0.81,0.0,1.8,1.38,0.2,0.0,0
0.0,1.73,0.0,0.02,0.8,0.0,0.0,0.0,0.29,0.41,0.6,0.8,0.0,1.78,1.38,0.32,0.0,0
0.0,1.62,0.0,0.02,0.83,0.0,0.0,0.0,0.31,0.41,0.66,0.82,0.0,1.82,1.48,0.28,0.0,1
0.0,1.52,0.0,0.04,0.8,0.0,0.0,0.0,0.32,0.37,0.69,0.84,0.0,1.85,1.53,0.19,0.0,0
0.0,1.57,0.0,0.11,0.75,0.0,0.0,0.0,0.3,0.42,0.69,0.87,0.0,1.86,1.56,0.11,0.0,1
0.0,1.55,0.0,0.11,0.72,0.0,0.0,0.0,0.24,0.3,0.59,0.77,0.0,1.83,1.57,0.16,0.0,0
0.0,1.52,0.0,0.07,0.69,0.0,0.0,0.0,0.22,0.18,0.58,0.7,0.0,1.81,1.53,0.32,0.0,1
0.0,1.42,0.0,0.02,0.69,0.0,0.0,0.0,0.22,0.07,0.62,0.6,0.0,1.81,1.45,0.41,0.0,0
0.0,1.39,0.0,0.04,0.71,0.0,0.0,0.0,0.24,0.14,0.64,0.59,0.0,1.74,1.39,0.52,0.0,1
0.0,1.31,0.0,0.04,0.71,0.0,0.0,0.0,0.3,0.22,0.7,0.6,0.0,1.78,1.41,0.35,0.0,0
0.0,1.35,0.0,0.02,0.72,0.0,0.0,0.0,0.33,0.33,0.74,0.68,0.0,1.82,1.44,0.28,0.0,1
0.0,1.4,0.0,0.0,0.67,0.0,0.0,0.0,0.32,0.44,0.8,0.76,0.0,1.93,1.49,0.15,0.0,1
0.0,1.53,0.0,0.0,0.65,0.0,0.0,0.0,0.25,0.52,0.72,0.75,0.0,1.9,1.53,0.28,0.0,1
0.0,1.56,0.0,0.01,0.65,0.0,0.0,0.0,0.22,0.51,0.7,0.67,0.0,1.86,1.57,0.3,0.0,1
0.0,1.67,0.0,0.01,0.66,0.0,0.0,0.0,0.23,0.5,0.62,0.53,0.0,1.8,1.54,0.35,0.0,1
0.01,1.74,0.0,0.01,0.65,0.0,0.0,0.0,0.27,0.44,0.67,0.47,0.0,1.85,1.51,0.27,0.0,1
0.01,1.7,0.0,0.0,0.63,0.0,0.0,0.0,0.33,0.55,0.7,0.61,0.0,2.01,1.53,0.16,0.0,1
0.01,1.56,0.0,0.0,0.64,0.0,0.0,0.0,0.33,0.49,0.76,0.69,0.0,2.06,1.49,0.15,0.0,1
0.0,1.46,0.0,0.0,0.64,0.0,0.0,0.0,0.34,0.47,0.79,0.83,0.0,2.14,1.58,0.11,0.0,1
0.0,1.46,0.0,0.0,0.64,0.0,0.0,0.0,0.32,0.49,0.71,0.74,0.0,2.11,1.63,0.16,0.0,1
0.0,1.47,0.0,0.0,0.63,0.0,0.0,0.0,0.35,0.61,0.73,0.75,0.0,2.17,1.76,0.17,0.0,1
0.0,1.38,0.0,0.0,0.64,0.0,0.0,0.0,0.39,0.64,0.67,0.68,0.0,2.11,1.77,0.31,0.0,1
0.02,1.26,0.0,0.0,0.65,0.0,0.0,0.0,0.43,0.62,0.65,0.66,0.0,2.04,1.7,0.32,0.0,1
0.02,1.22,0.0,0.0,0.66,0.0,0.0,0.0,0.43,0.52,0.58,0.6,0.0,2.02,1.72,0.31,0.0,1
0.05,1.22,0.0,0.02,0.64,0.0,0.0,0.0,0.37,0.5,0.53,0.57,0.0,1.96,1.67,0.23,0.0,1
0.08,1.28,0.0,0.02,0.61,0.0,0.0,0.0,0.28,0.39,0.43,0.58,0.0,1.89,1.63,0.42,0.0,1
0.08,1.34,0.0,0.02,0.63,0.0,0.0,0.0,0.21,0.48,0.38,0.62,0.0,1.79,1.5,0.51,0.0,1
0.05,1.39,0.0,0.06,0.69,0.0,0.0,0.0,0.2,0.49,0.36,0.64,0.0,1.81,1.43,0.56,0.0,1
0.0,1.48,0.0,0.06,0.79,0.0,0.0,0.0,0.26,0.54,0.43,0.7,0.0,1.89,1.39,0.39,0.0,1
0.0,1.47,0.0,0.06,0.86,0.0,0.0,0.0,0.31,0.51,0.48,0.79,0.0,1.88,1.43,0.33,0.0,1
0.0,1.52,0.0,0.0,0.94,0.03,0.0,0.0,0.33,0.55,0.49,0.81,0.0,1.73,1.5,0.32,0.0,1
0.0,1.5,0.0,0.0,0.99,0.08,0.0,0.0,0.31,0.56,0.45,0.77,0.0,1.59,1.57,0.31,0.0,1
0.0,1.6,0.0,0.0,1.03,0.13,0.04,0.0,0.27,0.49,0.4,0.76,0.0,1.59,1.54,0.36,0.0,1
0.0,1.62,0.0,0.0,0.98,0.1,0.04,0.0,0.24,0.51,0.33,0.87,0.0,1.71,1.49,0.43,0.0,1
0.0,1.79,0.0,0.0,0.92,0.05,0.04,0.0,0.24,0.53,0.36,0.88,0.0,1.83,1.49,0.53,0.0,1
0.0,1.81,0.0,0.02,0.85,0.0,0.0,0.0,0.26,0.56,0.41,0.92,0.0,1.91,1.5,0.49,0.0,1
0.0,1.83,0.0,0.02,0.87,0.0,0.0,0.0,0.28,0.53,0.49,0.87,0.0,1.91,1.58,0.42,0.0,1
0.0,1.67,0.0,0.02,0.9,0.0,0.02,0.0,0.26,0.51,0.45,0.91,0.0,1.8,1.59,0.47,0.0,1
0.0,1.56,0.0,0.0,0.96,0.0,0.02,0.0,0.26,0.48,0.4,0.85,0.0,1.71,1.64,0.48,0.0,1
0.0,1.46,0.0,0.02,0.95,0.0,0.02,0.0,0.29,0.49,0.43,0.86,0.0,1.72,1.59,0.51,0.0,1
0.0,1.37,0.0,0.02,0.9,0.0,0.01,0.0,0.31,0.43,0.52,0.93,0.0,1.84,1.64,0.35,0.0,1
0.0,1.31,0.0,0.02,0.9,0.0,0.01,0.0,0.31,0.43,0.65,1.03,0.0,1.95,1.6,0.27,0.0,1
0.0,1.28,0.0,0.0,0.9,0.0,0.0,0.0,0.31,0.46,0.73,1.09,0.0,1.93,1.67,0.18,0.0,1
0.0,1.35,0.0,0.0,0.94,0.0,0.0,0.0,0.33,0.47,0.75,1.09,0.0,1.93,1.61,0.19,0.0,1
0.0,1.32,0.0,0.0,0.92,0.0,0.0,0.0,0.36,0.47,0.77,1.06,0.0,1.91,1.63,0.16,0.0,1
0.0,1.31,0.0,0.0,0.93,0.0,0.0,0.0,0.34,0.46,0.74,1.05,0.0,1.91,1.58,0.11,0.0,1
0.0,1.35,0.0,0.0,0.91,0.0,0.0,0.0,0.34,0.56,0.73,1.0,0.0,1.83,1.58,0.1,0.0,1
0.0,1.39,0.0,0.0,0.86,0.0,0.0,0.0,0.29,0.62,0.55,0.93,0.0,1.75,1.64,0.12,0.0,1
0.0,1.42,0.0,0.0,0.81,0.0,0.0,0.0,0.28,0.65,0.48,0.85,0.0,1.72,1.72,0.18,0.0,1
0.0,1.38,0.0,0.0,0.77,0.0,0.0,0.0,0.21,0.56,0.49,0.88,0.0,1.77,1.72,0.14,0.0,1
0.0,1.43,0.0,0.02,0.79,0.0,0.0,0.0,0.22,0.5,0.66,0.95,0.0,1.9,1.66,0.08,0.0,1
0.0,1.45,0.0,0.02,0.77,0.0,0.0,0.0,0.16,0.38,0.61,0.88,0.0,1.84,1.59,0.1,0.0,1
0.0,1.47,0.0,0.02,0.74,0.0,0.0,0.0,0.21,0.36,0.65,0.87,0.0,1.86,1.63,0.09,0.0,1
0.0,1.47,0.0,0.0,0.7,0.0,0.0,0.0,0.2,0.39,0.66,0.84,0.0,1.81,1.66,0.15,0.0,1
0.0,1.44,0.0,0.0,0.69,0.0,0.0,0.0,0.28,0.42,0.82,0.93,0.0,1.99,1.73,0.08,0.0,1
0.0,1.42,0.0,0.0,0.69,0.0,0.03,0.0,0.32,0.37,0.84,0.97,0.0,2.04,1.72,0.07,0.0,1
0.0,1.46,0.0,0.0,0.71,0.0,0.05,0.0,0.38,0.22,0.87,0.99,0.0,2.11,1.8,0.01,0.0,1
0.0,1.53,0.0,0.04,0.74,0.0,0.1,0.0,0.34,0.22,0.91,0.95,0.0,2.08,1.83,0.0,0.0,1
0.0,1.52,0.0,0.04,0.73,0.0,0.08,0.0,0.29,0.18,0.92,0.92,0.0,1.99,1.85,0.08,0.0,1
0.0,1.54,0.0,0.04,0.73,0.0,0.08,0.0,0.24,0.21,0.83,0.88,0.0,1.86,1.79,0.14,0.0,1
0.0,1.53,0.0,0.0,0.69,0.0,0.02,0.0,0.23,0.21,0.73,0.88,0.0,1.7,1.72,0.24,0.0,1
0.0,1.74,0.0,0.0,0.71,0.0,0.05,0.0,0.22,0.3,0.59,0.85,0.0,1.68,1.75,0.19,0.0,1
0.0,1.74,0.0,0.01,0.76,0.0,0.04,0.0,0.2,0.38,0.51,0.84,0.0,1.61,1.71,0.13,0.0,1
0.0,1.83,0.0,0.09,0.83,0.0,0.04,0.0,0.21,0.5,0.55,0.87,0.0,1.61,1.73,0.1,0.0,1
0.0,1.66,0.0,0.22,0.87,0.0,0.0,0.0,0.19,0.55,0.55,0.94,0.0,1.51,1.7,0.28,0.0,1
0.0,1.64,0.0,0.24,0.88,0.0,0.0,0.0,0.25,0.58,0.66,0.94,0.0,1.59,1.74,0.33,0.0,1
0.0,1.6,0.0,0.24,0.91,0.0,0.0,0.0,0.26,0.54,0.58,0.82,0.0,1.47,1.68,0.5,0.0,1
0.0,1.57,0.0,0.17,0.89,0.0,0.0,0.0,0.32,0.59,0.63,0.77,0.0,1.58,1.77,0.37,0.0,1
0.0,1.59,0.0,0.15,0.84,0.0,0.0,0.0,0.27,0.66,0.53,0.68,0.0,1.48,1.69,0.44,0.0,1
0.0,1.57,0.0,0.07,0.79,0.0,0.0,0.0,0.24,0.66,0.49,0.77,0.0,1.54,1.7,0.31,0.0,1
0.0,1.7,0.0,0.06,0.83,0.0,0.0,0.0,0.24,0.72,0.46,0.73,0.0,1.44,1.57,0.4,0.0,1
0.0,1.81,0.0,0.05,0.89,0.0,0.0,0.0,0.26,0.65,0.45,0.71,0.0,1.43,1.55,0.39,0.0,1
0.0,1.83,0.0,0.05,0.94,0.0,0.01,0.0,0.34,0.65,0.59,0.61,0.0,1.45,1.58,0.29,0.0,1
0.0,1.88,0.0,0.0,0.98,0.03,0.05,0.0,0.36,0.53,0.69,0.55,0.0,1.48,1.59,0.15,0.0,1
0.0,1.92,0.0,0.0,1.0,0.03,0.09,0.0,0.42,0.45,0.83,0.53,0.0,1.56,1.69,0.04,0.0,1
0.0,2.08,0.0,0.0,1.01,0.03,0.13,0.0,0.41,0.37,0.8,0.56,0.0,1.53,1.7,0.07,0.0,1
0.0,2.14,0.0,0.0,0.97,0.0,0.14,0.0,0.36,0.37,0.7,0.6,0.0,1.52,1.68,0.12,0.0,1
0.0,2.14,0.0,0.0,0.91,0.0,0.09,0.0,0.3,0.43,0.61,0.64,0.0,1.55,1.69,0.19,0.0,1
0.0,2.13,0.0,0.0,0.86,0.0,0.04,0.0,0.23,0.43,0.58,0.67,0.0,1.6,1.69,0.2,0.0,1
0.0,2.07,0.0,0.0,0.85,0.0,0.0,0.0,0.22,0.35,0.61,0.68,0.0,1.65,1.73,0.23,0.0,1
0.0,1.96,0.0,0.0,0.81,0.0,0.0,0.0,0.25,0.34,0.73,0.79,0.0,1.71,1.7,0.18,0.0,1
0.0,1.8,0.0,0.0,0.81,0.0,0.0,0.0,0.27,0.36,0.76,0.77,0.0,1.73,1.72,0.14,0.0,1
0.0,1.64,0.0,0.01,0.8,0.0,0.0,0.0,0.33,0.44,0.75,0.81,0.0,1.74,1.69,0.08,0.0,1
0.0,1.71,0.0,0.01,0.79,0.0,0.0,0.0,0.31,0.56,0.62,0.79,0.0,1.62,1.69,0.14,0.0,1
0.0,1.77,0.0,0.01,0.8,0.0,0.0,0.0,0.35,0.61,0.6,0.86,0.0,1.65,1.67,0.19,0.0,1
0.0,1.76,0.0,0.0,0.79,0.0,0.0,0.0,0.35,0.59,0.6,0.88,0.0,1.74,1.65,0.12,0.0,1
0.0,1.6,0.0,0.02,0.77,0.0,0.0,0.0,0.35,0.47,0.69,0.89,0.0,1.88,1.61,0.12,0.0,1
0.0,1.57,0.0,0.04,0.68,0.0,0.0,0.0,0.35,0.43,0.69,0.86,0.0,1.87,1.57,0.11,0.0,1
0.0,1.51,0.0,0.04,0.64,0.0,0.0,0.0,0.33,0.49,0.79,0.89,0.0,1.89,1.58,0.11,0.0,1
0.0,1.42,0.0,0.02,0.61,0.0,0.0,0.0,0.32,0.46,0.81,0.89,0.0,1.89,1.55,0.04,0.0,1
0.0,1.44,0.0,0.0,0.69,0.0,0.05,0.0,0.34,0.49,0.82,1.0,0.0,1.92,1.51,0.0,0.0,1
0.0,1.53,0.0,0.0,0.84,0.08,0.15,0.0,0.38,0.44,0.73,0.99,0.0,1.87,1.52,0.04,0.0,1
0.0,1.59,0.0,0.0,0.99,0.18,0.16,0.0,0.43,0.5,0.69,0.99,0.0,1.77,1.55,0.04,0.0,1
0.0,1.47,0.0,0.08,1.05,0.35,0.14,0.0,0.43,0.47,0.64,0.95,0.0,1.7,1.61,0.04,0.0,1
0.0,1.43,0.0,0.08,1.04,0.4,0.08,0.0,0.4,0.52,0.53,0.93,0.0,1.51,1.53,0.05,0.06,1
